"OBJECTID","Name","Yr_Final","Area_sqm","Measure.var","value","forest.yr","Area_ha","value.ha"
49,"Agricultores Del Patía Grande",2000,311783053.234854,"Forest2010",223293776.304,2010,31178.3053234854,22329.3776304
50,"El Progreso Del Campo",2000,96042261.5429758,"Forest2010",95409150.653,2010,9604.22615429758,9540.9150653
51,"La Esperanza Del Río La Tola",2002,30647850.8639077,"Forest2010",29901515.9697,2010,3064.78508639077,2990.15159697
52,"La Nupa Del Río Caunapí",2002,1500218.0553437,"Forest2010",263245.809711,2010,150.02180553437,26.3245809711
53,"Negros Unidos",2002,71104674.6230609,"Forest2010",64433893.7103,2010,7110.46746230609,6443.38937103
56,"Odemap Mosquera Sur",2005,184236212.529251,"Forest2010",137095398.391,2010,18423.6212529251,13709.5398391
57,"Catangueros",2002,215225622.472653,"Forest2010",133779822.135,2010,21522.5622472653,13377.9822135
58,"Tablón Dulce",2005,8396503.44308,"Forest2010",2419219.55591,2010,839.650344308,241.921955591
60,"Unión Río Rosarío",2002,104388757.717511,"Forest2010",64047988.5627,2010,10438.8757717511,6404.79885627
62,"Río Satinga",2000,244615743.357336,"Forest2010",196214368.638,2010,24461.5743357336,19621.4368638
65,"Parte Baja Del Río Saija",2002,163041622.480858,"Forest2010",134407271.825,2010,16304.1622480858,13440.7271825
67,"La Mamuncia, Parte Media Del Río Micay",2005,342914936.716912,"Forest2010",296085488.589,2010,34291.4936716912,29608.5488589
69,"Sanquianga",2000,322465738.028733,"Forest2010",274438002.524,2010,32246.5738028733,27443.8002524
70,"Manos Unidas Del Socorro",2001,98650187.7724265,"Forest2010",81193876.9286,2010,9865.01877724265,8119.38769286
73,"Unión De Cuencas De Isagualpi",2001,354629847.015543,"Forest2010",204279691.869,2010,35462.9847015543,20427.9691869
74,"Gualmar",2003,54097485.66232,"Forest2010",46320883.6421,2010,5409.748566232,4632.08836421
75,"El Progreso Del Río Nerete",2003,99029488.18646,"Forest2010",93278652.3077,2010,9902.948818646,9327.86523077
79,"Guapí Abajo",2001,445616656.772235,"Forest2010",411014457.562,2010,44561.6656772235,41101.4457562
80,"Negros En Acción",2002,134185541.4831,"Forest2010",126141919.52,2010,13418.55414831,12614.191952
81,"Río Guajuí",2001,360806216.443512,"Forest2010",302667577.365,2010,36080.6216443512,30266.7577365
84,"Alto Río Sequihonda",2004,91688798.5823495,"Forest2010",80335261.5636,2010,9168.87985823495,8033.52615636
85,"Paimadó",2001,175811403.085254,"Forest2010",159466574.549,2010,17581.1403085254,15946.6574549
92,"Truandó Medio",2000,346503194.115309,"Forest2010",340389097.89,2010,34650.3194115309,34038.909789
96,"La Cuenca Del Río Salaquí",2000,593197541.483616,"Forest2010",431457995.05,2010,59319.7541483616,43145.799505
97,"Malaguita Bajo San Juan",2006,233996.2752991,"Forest2010",213238.5412,2010,23.39962752991,21.32385412
98,"Cabeceras Río San Juan",2006,408549.948405,"Forest2010",225504.474985,2010,40.8549948405,22.5504474985
99,"Cuellar Río San Juan",2006,3916607.01115,"Forest2010",2532443.56009,2010,391.660701115,253.244356009
104,"Cortina Verde Mandela",2006,13306651.0908763,"Forest2010",5327189.39652,2010,1330.66510908763,532.718939652
105,"Manglares Del Río Micay",2006,405496674.424849,"Forest2010",352377632.866,2010,40549.6674424849,35237.7632866
108,"La Cuenca Del Río Quiparadó",2000,271093176.733825,"Forest2010",231520443.741,2010,27109.3176733825,23152.0443741
110,"Río Baudó Acaba",2001,1749788292.41504,"Forest2010",1517045972.96,2010,174978.829241504,151704.597296
115,"Río Yurumanguí",2000,544953736.836467,"Forest2010",505390439.177,2010,54495.3736836467,50539.0439177
119,"Municipio De Pueblo Rico Risaralda",2001,112081385.268161,"Forest2010",104053803.372,2010,11208.1385268161,10405.3803372
120,"La Esperanza",2008,17521414.646324,"Forest2010",17272321.8372,2010,1752.1414646324,1727.23218372
122,"Gamboa",2010,29953410.30502,"Forest2010",24696042.3777,2010,2995.341030502,2469.60423777
123,"Caucana",2010,7916244.95869242,"Forest2010",7472784.27567,2010,791.624495869242,747.278427567
124,"Nueva Esperanza",2012,15837207.5842526,"Forest2010",13705765.7056,2010,1583.72075842526,1370.57657056
125,"Chaparrosa",2011,14882351.81566,"Forest2010",13924665.447,2010,1488.235181566,1392.4665447
127,"Alejandro",2011,229278.60845814,"Forest2010",943.53336814,2010,22.927860845814,0.094353336814
129,"Makankamana",2012,29953410.30495,"Forest2010",2481492.75821,2010,2995.341030495,248.149275821
130,"Piedras Bachichi",2007,141530.005221,"Forest2010",41515.4681982,2010,14.1530005221,4.15154681982
137,"Cértegui",2001,250821362.319202,"Forest2010",241280352.901,2010,25082.1362319202,24128.0352901
138,"Consejo Comunitario Integral De Lloro",2012,189680400.06368,"Forest2010",171217339.116,2010,18968.040006368,17121.7339116
143,"La Molana",2015,17762959.1886463,"Forest2010",15652275.0441,2010,1776.29591886463,1565.22750441
144,"Chilona - El Salto",2012,3901510.47726,"Forest2010",1398316.45158,2010,390.151047726,139.831645158
146,"Union Rio Caunapi",2014,87028687.277184,"Forest2010",14373787.3302,2010,8702.8687277184,1437.37873302
148,"La Gran Minga De Los Ríos Inguambí Y Albí",2006,24854555.9835007,"Forest2010",12590509.2645,2010,2485.45559835007,1259.05092645
149,"Nueva Alianza",2007,106229591.318749,"Forest2010",87529703.4956,2010,10622.9591318749,8752.97034956
150,"La Amistad",2000,185515643.777104,"Forest2010",179020360.071,2010,18551.5643777104,17902.0360071
151,"Integración De Telembí",2002,155582047.672693,"Forest2010",64813194.1243,2010,15558.2047672693,6481.31941243
152,"La Voz De Los Negros",2006,215018988.665188,"Forest2010",156511428.04,2010,21501.8988665188,15651.142804
153,"El Bien Del Futuro",2014,42146692.0215088,"Forest2010",26558577.2464,2010,4214.66920215088,2655.85772464
154,"Renacer Telembi",2014,65225518.2061495,"Forest2010",49923294.0417,2010,6522.55182061495,4992.32940417
156,"Embera Drua",2003,90579.2033414,"Forest2010",12265.9337858,2010,9.05792033414,1.22659337858
157,"Hermeregildo Chakiama",2000,589708.3550876,"Forest2010",31136.6011486,2010,58.97083550876,3.11366011486
158,"Narikizavi",2001,2977791.309852,"Forest2010",200029.074046,2010,297.7791309852,20.0029074046
159,"Coribí Bedadó",2003,1011467.7706465,"Forest2010",111336.937441,2010,101.14677706465,11.1336937441
160,"Dokerazavi",2001,7391640.40601,"Forest2010",2985339.5768,2010,739.164040601,298.53395768
161,"Bernardino Panchi",2006,223617.40824912,"Forest2010",7548.26694512,2010,22.361740824912,0.754826694512
162,"Cananama",2000,16380682.804311,"Forest2010",154739.472375,2010,1638.0682804311,15.4739472375
166,"Polindara",2003,22892950.111139,"Forest2010",272681.143392,2010,2289.2950111139,27.2681143392
167,"Las Mercedes",2003,59442.6021928,"Forest2010",0,2010,5.94426021928,0
168,"Musse Ukwe",2006,2918348.7076595,"Forest2010",10378.8670495,2010,291.83487076595,1.03788670495
169,"La Bonanza",2006,1021846.6377002,"Forest2010",16040.0672584,2010,102.18466377002,1.60400672584
171,"El Rosarío, Bellavista Y Yukatán",2000,821817.56365,"Forest2010",140586.471853,2010,82.181756365,14.0586471853
172,"Caño Padilla",2000,726520.693468,"Forest2010",273624.676761,2010,72.6520693468,27.3624676761
175,"Chigorodo Memba",2003,22398538.6262954,"Forest2010",20717162.1643,2010,2239.85386262954,2071.71621643
177,"Opogadó - Doguadó",2003,301592892.85862,"Forest2010",292863322.137,2010,30159.289285862,29286.3322137
178,"Pueblo Nuevo",2000,1821019.40051,"Forest2010",0,2010,182.101940051,0
179,"Bocas De Tetuan",2003,127377.004699,"Forest2010",0,2010,12.7377004699,0
181,"Lomas De Hilarco",2000,4064741.74995,"Forest2010",0,2010,406.474174995,0
184,"Pescadito",2001,2035201.475077,"Forest2010",1521919.32281,2010,203.5201475077,152.191932281
187,"Mamey De Dipurdú",2003,2133328.945366,"Forest2010",1695529.46255,2010,213.3328945366,169.552946255
188,"Sirena Berrecuy",2001,10811005.332144,"Forest2010",10754393.3301,2010,1081.1005332144,1075.43933301
191,"Puerto Chichiliano",2003,2716432.566878,"Forest2010",2272971.88385,2010,271.6432566878,227.297188385
192,"Bajo Grande",2001,22247573.28738,"Forest2010",20558648.5584,2010,2224.757328738,2055.86485584
194,"La Cristalina",2000,132698532.89565,"Forest2010",129939641.327,2010,13269.853289565,12993.9641327
195,"Nuevo Amanecer - La Meseta",2003,2929671.108077,"Forest2010",414211.148613,2010,292.9671108077,41.4211148613
196,"Pickwe Ikh",2003,3730730.937621,"Forest2010",631223.823286,2010,373.0730937621,63.1223823286
200,"San Agustin",2001,1704021.26286,"Forest2010",0,2010,170.402126286,0
203,"Okochi",2000,2518290.55956814,"Forest2010",0,2010,251.829055956814,0
204,"Una'apuchon",2000,3510887.66285,"Forest2010",0,2010,351.088766285,0
205,"Chinguirito Mira",2003,6342431.30064256,"Forest2010",1519088.72271,2010,634.243130064256,151.908872271
206,"El Cedro, Las Peñas, La Brava, Pilví Y La Pintada",2000,48766522.1323619,"Forest2010",36885549.9607,2010,4876.65221323619,3688.55499607
207,"Maiz Blanco",2006,295325.944228,"Forest2010",295325.944228,2010,29.5325944228,29.5325944228
209,"San Juan De Pampon",2000,147191.20543,"Forest2010",147191.20543,2010,14.719120543,14.719120543
211,"Quebrada Grande",2006,5858398.682785,"Forest2010",5394180.26566,2010,585.8398682785,539.418026566
215,"Inda Zabaleta",2003,59906820.6098761,"Forest2010",31150754.1491,2010,5990.68206098761,3115.07541491
216,"Integrado El Charco",2000,32907613.2805781,"Forest2010",31414943.4922,2010,3290.76132805781,3141.49434922
218,"Saunde Guiguay",2003,77716012.9336303,"Forest2010",60814499.7101,2010,7771.60129336303,6081.44997101
220,"Gito Docabu",2001,20345410.0171549,"Forest2010",17011906.6276,2010,2034.54100171549,1701.19066276
221,"Cocana",2003,1337930.31602,"Forest2010",0,2010,133.793031602,0
222,"Palermo",2001,1303019.5814049,"Forest2010",0,2010,130.30195814049,0
223,"Mesa De Ortega",2000,4425171.496578,"Forest2010",42459.0015663,2010,442.5171496578,4.24590015663
224,"Natacoy Pijao",2003,1597401.99226,"Forest2010",0,2010,159.740199226,0
225,"Diamante",2000,2183336.21388,"Forest2010",0,2010,218.333621388,0
226,"Olirco",2001,2304108.485,"Forest2010",0,2010,230.4108485,0
227,"La Flecha Altozano",2001,2849470.7717872,"Forest2010",2830.60010442,2010,284.94707717872,0.283060010442
228,"Floral Tradicional",2007,995427.703388,"Forest2010",0,2010,99.5427703388,0
229,"Doxura",2001,1015241.90412,"Forest2010",0,2010,101.524190412,0
231,"Chonara Huena",2003,3968501.346398,"Forest2010",3863769.14253,2010,396.8501346398,386.376914253
233,"Punta Bandera",2002,30879960.072467,"Forest2010",5386631.99871,2010,3087.9960072467,538.663199871
234,"Piaroa De Cachicamo",2005,159576024.4206,"Forest2010",30332710.719,2010,15957.60244206,3033.2710719
239,"Chaquira",2000,5382857.865239,"Forest2010",331180.212217,2010,538.2857865239,33.1180212217
240,"Imba",2001,4690304.373026,"Forest2010",300987.144437,2010,469.0304373026,30.0987144437
241,"Rincón Bodega",2000,815212.830073,"Forest2010",0,2010,81.5212830073,0
242,"Barzaloza",2001,632167.356654,"Forest2010",0,2010,63.2167356654,0
243,"Patio Bonito",2003,7661490.94930442,"Forest2010",6497170.77301,2010,766.149094930442,649.717077301
245,"La Laguna-el Coso-cinco Caminos",2009,1102046.97398842,"Forest2010",145304.138694,2010,110.204697398842,14.5304138694
247,"Playita San Francisco",2009,29411822.151628,"Forest2010",28724929.8597,2010,2941.1822151628,2872.49298597
249,"Almorzadero, San Isidro Y La Nueva Unión",2002,45867044.09199,"Forest2010",44905583.5899,2010,4586.704409199,4490.55835899
250,"Rodeito El Pozo",2003,711424.159578,"Forest2010",0,2010,71.1424159578,0
251,"Cerro De Hatonuevo",2001,756713.761248,"Forest2010",0,2010,75.6713761248,0
252,"Peña La Alegria",2010,254754.0093982,"Forest2010",66047.3357698,2010,25.47540093982,6.60473357698
253,"Zanja Honda",2010,2024822.60802512,"Forest2010",7548.26694512,2010,202.482260802512,0.754826694512
254,"Inda Guacaray",2010,11963059.5746371,"Forest2010",845405.897854,2010,1196.30595746371,84.5405897854
255,"Santa Rosita",2010,4156264.48666,"Forest2010",167005.406161,2010,415.626448666,16.7005406161
256,"Rincón Velú",2010,651981.557385,"Forest2010",0,2010,65.1981557385,0
258,"Guadualito",2011,11147846.744609,"Forest2010",240601.008876,2010,1114.7846744609,24.0601008876
259,"Bajo Cáceres",2011,874655.432266,"Forest2010",0,2010,87.4655432266,0
260,"Cerrodeo",2002,15688129.312083,"Forest2010",482145.55112,2010,1568.8129312083,48.214555112
262,"Sabaleta",2010,5819713.814679,"Forest2010",4373277.16133,2010,581.9713814679,437.327716133
263,"Lomas De Guaguarco",2012,1218101.57827,"Forest2010",0,2010,121.810157827,0
264,"Los Almendros",2009,1697416.529284,"Forest2010",1015241.90412,2010,169.7416529284,101.524190412
265,"Playa Bendita",2009,38777334.36383,"Forest2010",36552482.6817,2010,3877.733436383,3655.24826817
266,"San Andres De Sotavento",2003,89915899.38361,"Forest2010",267963.476552,2010,8991.589938361,26.7963476552
267,"Canime",2007,200972.60741428,"Forest2010",0,2010,20.097260741428,0
268,"Cxayu'ce Fiw",2007,2473944.49126,"Forest2010",0,2010,247.394449126,0
270,"Guaipa Uno",2001,7116128.66250714,"Forest2010",0,2010,711.612866250714,0
271,"Balsillas Limon",2006,3327842.18943,"Forest2010",0,2010,332.784218943,0
272,"Balsillas",2006,1389824.65127,"Forest2010",0,2010,138.982465127,0
273,"Paez De Toez",2003,5084701.32091,"Forest2010",0,2010,508.470132091,0
274,"Beltran",2006,1768181.531896,"Forest2010",148134.738798,2010,176.8181531896,14.8134738798
277,"Zaragoza Tamarindo",2000,789737.429133,"Forest2010",0,2010,78.9737429133,0
278,"Quebraditas",2001,503846.818587,"Forest2010",0,2010,50.3846818587,0
279,"Mercadillo",2001,707650.026105,"Forest2010",0,2010,70.7650026105,0
280,"Villa Nueva Juna",2002,3907171.6774647,"Forest2010",3885470.41,2010,390.71716774647,388.547041
281,"Morrito",2006,6773626.0498726,"Forest2010",6680216.24643,2010,677.36260498726,668.021624643
283,"Gegenadó",2010,20853030.9692495,"Forest2010",20853030.9693,2010,2085.30309692495,2085.30309693
284,"Menche San Cayetano",2013,732181.8936765,"Forest2010",10378.8670495,2010,73.21818936765,1.03788670495
285,"Chenche Buenavista",2013,2034257.9417107,"Forest2010",71708.5359786,2010,203.42579417107,7.17085359786
286,"Chenche Balsillas",2003,482145.55112,"Forest2010",0,2010,48.214555112,0
287,"Chenche Balsillas",2003,31136.60114862,"Forest2010",0,2010,3.113660114862,0
288,"Tokolloro",2001,1798374.5996772,"Forest2010",1798374.59967,2010,179.83745996772,179.837459967
289,"Guadualito",2002,4431776.23015814,"Forest2010",3842067.87507,2010,443.177623015814,384.206787507
290,"Gegorá, Quipará, Murandó, Tiravenado Y Jiguadó",2001,32822695.277536,"Forest2010",32282994.1909,2010,3282.2695277536,3228.29941909
292,"Pared Y Parecito",2003,16980770.02643,"Forest2010",16980770.0264,2010,1698.077002643,1698.07700264
293,"Muisca De Fonquetá Y Cerca De Piedra",2013,1356800.98338814,"Forest2010",943.53336814,2010,135.680098338814,0.094353336814
294,"Maguare",2014,427420.615767,"Forest2010",0,2010,42.7420615767,0
295,"El 18",2014,9323053.210594,"Forest2010",8852230.05989,2010,932.3053210594,885.223005989
297,"Eyakera Dogibi",2012,31840477.0412493,"Forest2010",27481352.8804,2010,3184.04770412493,2748.13528804
298,"Alto San Jorge",2014,6757585.982622,"Forest2010",939759.234668,2010,675.7585982622,93.9759234668
299,"Vegas De Segovia",2013,9439107.81487512,"Forest2010",7145378.19692,2010,943.910781487512,714.537819692
300,"Velu Centro",2013,802946.896287,"Forest2010",0,2010,80.2946896287,0
302,"Perratpu",2006,613296.689291,"Forest2010",0,2010,61.3296689291,0
303,"El Soldado Parate Bien",2000,3109885.98139398,"Forest2010",99071.0036547,2010,310.988598139398,9.90710036547
305,"Resguardo Indigena Natarroco",2015,4689360.8396547,"Forest2010",18870.6673628,2010,468.93608396547,1.88706673628
306,"Resguardo Indigena Mesas De San Juan",2015,166061.8727924,"Forest2010",0,2010,16.60618727924,0
307,"Resguardo Indigena Campoalegre",2015,310422.478118,"Forest2010",31136.6011486,2010,31.0422478118,3.11366011486
308,"Resguardo Indigena Anaba",2015,74539.1360831,"Forest2010",0,2010,7.45391360831,0
309,"Resguardo Indigena Aco Viejo Patio Bonito",2015,2937219.375018,"Forest2010",122659.337858,2010,293.7219375018,12.2659337858
310,"Resguardo Indigena Gualeras",2015,2084265.21022,"Forest2010",0,2010,208.426521022,0
311,"LOS PIJAOS",2002,1377558.71748,"Forest2010",0,2010,137.755871748,0
312,"SAN ANDRES - LAS VEGAS - VILLA UNION",2005,15563582.9074702,"Forest2010",7726594.7517,2010,1556.35829074702,772.65947517
313,"EL PORVENIR KANANGUCHAL",2001,5400784.99923,"Forest2010",1392655.25137,2010,540.078499923,139.265525137
314,"CAICEDONIA",2005,11254466.01518,"Forest2010",7473727.80904,2010,1125.446601518,747.372780904
316,"BANDERAS DEL RECAIBO",2013,4188344.62118,"Forest2010",3071201.1133,2010,418.834462118,307.12011133
317,"LA PLAYA",2001,277398.8102332,"Forest2010",199085.540678,2010,27.73988102332,19.9085540678
318,"DAMASCO VIDES",2003,6921760.78868,"Forest2010",3783568.80624,2010,692.176078868,378.356880624
320,"EL ITILLA",2002,103751872.69387,"Forest2010",101995013.563,2010,10375.187269387,10199.5013563
321,"NASA CHAMB",2011,335897.879058,"Forest2010",54724.9353521,2010,33.5897879058,5.47249353521
322,"BOCANA DE LUZON",2010,11780014.10122,"Forest2010",6281101.63171,2010,1178.001410122,628.110163171
323,"WASIPANGA",2001,4140224.41939884,"Forest2010",2126724.21179,2010,414.022441939884,212.672421179
325,"PAEZ DEL LIBANO",2003,2687183.03245884,"Forest2010",2316374.41878,2010,268.718303245884,231.637441878
326,"SANTA MARTA",2004,3141966.1159107,"Forest2010",2043693.27539,2010,314.19661159107,204.369327539
327,"WASIPUNGO",2005,5708376.87725,"Forest2010",4163812.7536,2010,570.837687725,416.38127536
329,"PUERTO NARE",2003,187283825.30857,"Forest2010",182643528.204,2010,18728.382530857,18264.3528204
330,"NUEVO HORIZONTE",2003,2351285.15341,"Forest2010",8491.80031326,2010,235.128515341,0.849180031326
331,"SAN JOAQUIN",2003,1053926.772213,"Forest2010",780302.095452,2010,105.3926772213,78.0302095452
332,"TIERRA ALTA",2000,2330527.4193,"Forest2010",1751197.93127,2010,233.05274193,175.119793127
333,"SAN MIGUEL DE LA CASTELLANA",2002,4795980.11025,"Forest2010",2244665.88281,2010,479.598011025,224.466588281
334,"WITAC'KIWE",2010,774640.895243,"Forest2010",330236.678849,2010,77.4640895243,33.0236678849
335,"SANTA RITA",2002,10595879.724213,"Forest2010",9775005.69393,2010,1059.5879724213,977.500569393
336,"INGA DE MOCOA",2003,1059587.9724216,"Forest2010",96240.4035503,2010,105.95879724216,9.62404035503
337,"LOS GUADUALES",2003,2461678.5574784,"Forest2010",95296.8701821,2010,246.16785574784,9.52968701821
338,"EL ESPINGO",2006,18551753.08439,"Forest2010",15198435.494,2010,1855.175308439,1519.8435494
341,"ZIT-SET DEL QUECAL",2001,7180288.931542,"Forest2010",737843.093886,2010,718.0288931542,73.7843093886
342,"SAN JOSÉ",2000,39754834.9331972,"Forest2010",36663819.6192,2010,3975.48349331972,3666.38196192
343,"LA TEÓFILA",2003,16983600.6265477,"Forest2010",16423141.8058,2010,1698.36006265477,1642.31418058
344,"PUERTO TRIUNFO",2006,7660547.41592,"Forest2010",6577371.1093,2010,766.054741592,657.73711093
345,"LA ITALIA",2003,7052911.92684,"Forest2010",4491218.83235,2010,705.291192684,449.121883235
346,"EL DESCANSO",2004,2500363.425567,"Forest2010",740673.69399,2010,250.0363425567,74.067369399
347,"LA JULIA",2003,1493613.321766,"Forest2010",950138.101717,2010,149.3613321766,95.0138101717
348,"CHALUAYACO",2000,3702424.93658,"Forest2010",3107055.38129,2010,370.242493658,310.705538129
349,"CENTRO DE MIRAFLORES",2006,7553928.14533,"Forest2010",4391204.29532,2010,755.392814533,439.120429532
351,"MANDIYACO",2003,15184282.493507,"Forest2010",12244232.5184,2010,1518.4282493507,1224.42325184
353,"LA FLORESTA - LA ESPAÑOLA",2003,1316229.0485589,"Forest2010",57555.5354565,2010,131.62290485589,5.75555354565
355,"VILLA MARIA DE ANAMÚ",2010,9259836.474925,"Forest2010",9059807.40088,2010,925.9836474925,905.980740088
358,"SAN LUIS",2003,2863623.77231,"Forest2010",1237915.779,2010,286.362377231,123.7915779
365,"PLAYA LARGA",2009,6762303.64946,"Forest2010",3821310.14097,2010,676.230364946,382.131014097
366,"PIEDRA SAGRADA LA GRAN FAMILIA DE LOS PASTOS",2006,1250181.7127814,"Forest2010",1247351.11268,2010,125.01817127814,124.735111268
367,"ALPAMANGA",2005,947307.501612,"Forest2010",288721.210651,2010,94.7307501612,28.8721210651
368,"BAJO CASACUENTE",2010,18787636.4264178,"Forest2010",17974310.6631,2010,1878.76364264178,1797.43106631
369,"PUERTO MONFORT",2009,6581145.24278,"Forest2010",5035637.58576,2010,658.114524278,503.563758576
371,"BELLA VISTA",2005,7973800.49415,"Forest2010",6370737.30168,2010,797.380049415,637.073730168
373,"SELVA VERDE",2005,2173900.880198,"Forest2010",743504.294094,2010,217.3900880198,74.3504294094
378,"UITIBOC",2010,964307142.305909,"Forest2010",950129609.917,2010,96430.7142305909,95012.9609917
380,"CAÑAVERAL",2003,19866095.0661963,"Forest2010",14191685.3902,2010,1986.60950661963,1419.16853902
381,"ADUCHE",2004,588548752.5778,"Forest2010",553866353.032,2010,58854.87525778,55386.6353032
382,"JACOME",2003,2043693.27539,"Forest2010",199085.540678,2010,204.369327539,19.9085540678
385,"BLASIAKU",2004,592538.955192,"Forest2010",338728.479162,2010,59.2538955192,33.8728479162
386,"YURAYACO",2003,1017128.970855,"Forest2010",312309.544854,2010,101.7128970855,31.2309544854
387,"CACHIVERA DE NARE",2000,2610756.829648,"Forest2010",352881.479684,2010,261.0756829648,35.2881479684
388,"INKAL AWA",2010,713311.226314,"Forest2010",206633.807623,2010,71.3311226314,20.6633807623
389,"AGUA BLANCA",2011,12938673.0773,"Forest2010",11502615.291,2010,1293.86730773,1150.2615291
390,"TUCÁN DE CAÑO GIRIZA Y PUERTO LA PALMA",2005,54146549.3974,"Forest2010",39919009.7393,2010,5414.65493974,3991.90097393
391,"NASSA KIWE",2003,2451299.690432,"Forest2010",150021.805534,2010,245.1299690432,15.0021805534
392,"CAMARITAGUA",2002,90451826.336767,"Forest2010",88150548.4519,2010,9045.1826336767,8815.05484519
1,"Caño Bodegas",2002,19730226.2612288,"Forest2012",6357527.83453,2012,1973.02262612288,635.752783453
2,"La Brea",2002,14718177.0096417,"Forest2012",14152056.9887,2012,1471.81770096417,1415.20569887
3,"San Nicolás",2003,302874.21117284,"Forest2012",5661.20020884,2012,30.287421117284,0.566120020884
7,"Citronela Río Dagua",2003,12422560.324937,"Forest2012",11819642.5027,2012,1242.2560324937,1181.96425027
10,"Casimiro",2005,257584.609502,"Forest2012",0,2012,25.7584609502,0
12,"Calle Larga Río Dagua",2003,14032228.25094,"Forest2012",12760345.2707,2012,1403.222825094,1276.03452707
30,"Guayabal",2003,22435336.4276851,"Forest2012",17308176.1052,2012,2243.53364276851,1730.81761052
35,"Bellavista Dubaza",2000,24675284.6436416,"Forest2012",16578824.8116,2012,2467.52846436416,1657.88248116
36,"Puerto Echeverry",2000,42786407.645107,"Forest2012",32166939.5866,2012,4278.6407645107,3216.69395866
42,"Córdoba Y San Cipriano",2005,73046466.294629,"Forest2012",63944199.8922,2012,7304.6466294629,6394.41998922
43,"Alto Potedó",2003,16748660.8178866,"Forest2012",16585429.5452,2012,1674.86608178866,1658.54295452
45,"Zacarias Río Dagua",2003,12060243.5115681,"Forest2012",8534259.31483,2012,1206.02435115681,853.425931483
97,"Malaguita Bajo San Juan",2006,233996.2752991,"Forest2012",213238.5412,2012,23.39962752991,21.32385412
98,"Cabeceras Río San Juan",2006,408549.948405,"Forest2012",225504.474985,2012,40.8549948405,22.5504474985
99,"Cuellar Río San Juan",2006,3916607.01115,"Forest2012",2530556.49335,2012,391.660701115,253.055649335
100,"Río Pilizá",2000,182483127.531408,"Forest2012",168049897.599,2012,18248.3127531408,16804.9897599
120,"La Esperanza",2008,17521414.646324,"Forest2012",17235524.0358,2012,1752.1414646324,1723.55240358
122,"Gamboa",2010,29953410.30502,"Forest2012",24429965.9679,2012,2995.341030502,2442.99659679
123,"Caucana",2010,7916244.95869242,"Forest2012",7449195.94147,2012,791.624495869242,744.919594147
124,"Nueva Esperanza",2012,15837207.5842526,"Forest2012",13648210.1701,2012,1583.72075842526,1364.82101701
127,"Alejandro",2011,229278.60845814,"Forest2012",943.53336814,2012,22.927860845814,0.094353336814
128,"La Boquilla",2012,584990.68824692,"Forest2012",75482.6694512,2012,58.499068824692,7.54826694512
129,"Makankamana",2012,29953410.30495,"Forest2012",2527725.89325,2012,2995.341030495,252.772589325
130,"Piedras Bachichi",2007,141530.005221,"Forest2012",40571.93483,2012,14.1530005221,4.057193483
131,"De Alto Rio Dagua",2005,28496594.78457,"Forest2012",21688058.0001,2012,2849.659478457,2168.80580001
141,"Alto Anchicaya",2011,3057048.11277,"Forest2012",2016330.80772,2012,305.704811277,201.633080772
143,"La Molana",2015,17762959.1886463,"Forest2012",15646613.8439,2012,1776.29591886463,1564.66138439
144,"Chilona - El Salto",2012,3901510.47726,"Forest2012",1393598.78474,2012,390.151047726,139.359878474
156,"Embera Drua",2003,90579.2033414,"Forest2012",12265.9337858,2012,9.05792033414,1.22659337858
157,"Hermeregildo Chakiama",2000,589708.3550876,"Forest2012",31136.6011486,2012,58.97083550876,3.11366011486
160,"Dokerazavi",2001,7391640.40601,"Forest2012",2978734.84322,2012,739.164040601,297.873484322
161,"Bernardino Panchi",2006,223617.40824912,"Forest2012",7548.26694512,2012,22.361740824912,0.754826694512
162,"Cananama",2000,16380682.804311,"Forest2012",157570.072479,2012,1638.0682804311,15.7570072479
165,"La Cilia O La Calera",2003,398171.081355,"Forest2012",0,2012,39.8171081355,0
166,"Polindara",2003,22892950.111139,"Forest2012",269850.543288,2012,2289.2950111139,26.9850543288
167,"Las Mercedes",2003,59442.6021928,"Forest2012",0,2012,5.94426021928,0
168,"Musse Ukwe",2006,2918348.7076595,"Forest2012",10378.8670495,2012,291.83487076595,1.03788670495
169,"La Bonanza",2006,1021846.6377002,"Forest2012",15096.5338902,2012,102.18466377002,1.50965338902
171,"El Rosarío, Bellavista Y Yukatán",2000,821817.56365,"Forest2012",140586.471853,2012,82.181756365,14.0586471853
172,"Caño Padilla",2000,726520.693468,"Forest2012",273624.676761,2012,72.6520693468,27.3624676761
175,"Chigorodo Memba",2003,22398538.6262954,"Forest2012",20651114.8285,2012,2239.85386262954,2065.11148285
178,"Pueblo Nuevo",2000,1821019.40051,"Forest2012",0,2012,182.101940051,0
179,"Bocas De Tetuan",2003,127377.004699,"Forest2012",0,2012,12.7377004699,0
180,"San Antonio De Calarma",2000,3124982.515282,"Forest2012",191537.273732,2012,312.4982515282,19.1537273732
181,"Lomas De Hilarco",2000,4064741.74995,"Forest2012",0,2012,406.474174995,0
184,"Pescadito",2001,2035201.475077,"Forest2012",1521919.32281,2012,203.5201475077,152.191932281
188,"Sirena Berrecuy",2001,10811005.332144,"Forest2012",10747788.5965,2012,1081.1005332144,1074.77885965
190,"El Piñal",2001,26675575.3840127,"Forest2012",26002836.0926,2012,2667.55753840127,2600.28360926
